Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_mapped,clean_text,tokens,tb_polarity,tb_subjectivity,tb_sentiment
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,2017-09-10 19:15:00, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19,Neutral,shattered echo shattered dream fragment hope scattered,"['shattered', 'echo', 'shattered', 'dream', 'fragment', 'hope', 'scattered']",0.0,0.0,Neutral
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,2022-04-18 11:30:00, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11,Neutral,avoiding thorn regret walking barefoot path remorse,"['avoiding', 'thorn', 'regret', 'walking', 'barefoot', 'path', 'remorse']",0.0,0.0,Neutral
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,2018-12-05 21:45:00, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21,Negative,labyrinth grief wall echo footstep lost joy,"['labyrinth', 'grief', 'wall', 'echo', 'footstep', 'lost', 'joy']",0.0,0.2,Neutral
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,2016-06-28 14:20:00, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14,Negative,soul adrift sea solitude wave loneliness crashing relentlessly,"['soul', 'adrift', 'sea', 'solitude', 'wave', 'loneliness', 'crashing', 'relentlessly']",0.0,0.0,Neutral
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,2019-10-22 17:00:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17,Negative,bitterness betrayal taste lingers staining palate trust,"['bitterness', 'betrayal', 'taste', 'lingers', 'staining', 'palate', 'trust']",0.0,0.0,Neutral
446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,2021-03-15 22:45:00, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22,Neutral,ruin hope echo shattered dream whisper tale loss,"['ruin', 'hope', 'echo', 'shattered', 'dream', 'whisper', 'tale', 'loss']",-0.15,0.2,Negative
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,2017-08-10 19:30:00, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19,Negative,sinking like stone ocean heartbreak ripple sigh despair,"['sinking', 'like', 'stone', 'ocean', 'heartbreak', 'ripple', 'sigh', 'despair']",0.0,0.0,Neutral
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,2023-01-28 14:30:00, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14,Negative,tear ink staining page journal testament silent grief,"['tear', 'ink', 'staining', 'page', 'journal', 'testament', 'silent', 'grief']",-0.4,0.15000000000000002,Negative
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,2016-12-12 10:00:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10,Negative,wasteland lost trust echo broken promise reverberate,"['wasteland', 'lost', 'trust', 'echo', 'broken', 'promise', 'reverberate']",-0.4,0.4,Negative
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,2020-07-18 15:15:00, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15,Neutral,avoiding shard shattered dream walking tightrope resilience,"['avoiding', 'shard', 'shattered', 'dream', 'walking', 'tightrope', 'resilience']",0.0,0.0,Neutral
451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,2022-05-20 20:30:00, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20,Negative,suffocating silence solitude echo laughter thrived,"['suffocating', 'silence', 'solitude', 'echo', 'laughter', 'thrived']",-0.5,0.5,Negative
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,2019-11-08 14:45:00, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14,Neutral,haunted specter lost possibility ghost refuse fade away,"['haunted', 'specter', 'lost', 'possibility', 'ghost', 'refuse', 'fade', 'away']",0.0,0.0,Neutral
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,2017-03-28 22:00:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22,Negative,labyrinth despair echo broken heart reverberate endlessly,"['labyrinth', 'despair', 'echo', 'broken', 'heart', 'reverberate', 'endlessly']",-0.2625,0.575,Negative
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,2020-09-15 18:15:00, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18,Negative,sinking like autumn leaf river sorrow carried away current,"['sinking', 'like', 'autumn', 'leaf', 'river', 'sorrow', 'carried', 'away', 'current']",0.0,0.4,Neutral
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,2018-06-10 13:30:00, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13,Neutral,garden broken dream petal fall silent testimony shattered hope,"['garden', 'broken', 'dream', 'petal', 'fall', 'silent', 'testimony', 'shattered', 'hope']",-0.2,0.25,Negative
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,2016-12-22 21:45:00, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21,Negative,tear currency grief spent marketplace lost love longing,"['tear', 'currency', 'grief', 'spent', 'marketplace', 'lost', 'love', 'longing']",-0.13333333333333333,0.3,Negative
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,2021-01-05 16:20:00, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16,Negative,wandering maze betrayal wall closing every wrong turn,"['wandering', 'maze', 'betrayal', 'wall', 'closing', 'every', 'wrong', 'turn']",-0.5,0.9,Negative
458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,2019-04-18 11:00:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11,Negative,soul weathered storm heartbreak seeking refuge calm,"['soul', 'weathered', 'storm', 'heartbreak', 'seeking', 'refuge', 'calm']",0.30000000000000004,0.75,Positive
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,2017-08-28 19:30:00, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19,Negative,tapestry despair thread hope unravel leaving portrait sorrow,"['tapestry', 'despair', 'thread', 'hope', 'unravel', 'leaving', 'portrait', 'sorrow']",0.0,0.0,Neutral
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2023-02-10 14:30:00, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14,Neutral,like withered rose garden love petal fall silent surrender time,"['like', 'withered', 'rose', 'garden', 'love', 'petal', 'fall', 'silent', 'surrender', 'time']",0.3666666666666667,0.5499999999999999,Positive
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,2022-07-10 22:15:00, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22,Neutral,void heartache echo love song play note pang longing,"['void', 'heartache', 'echo', 'love', 'song', 'play', 'note', 'pang', 'longing']",0.5,0.6,Positive
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,2019-05-15 21:30:00, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21,Neutral,nostalgia bittersweet dance moonlit ballroom cherished memory,"['nostalgia', 'bittersweet', 'dance', 'moonlit', 'ballroom', 'cherished', 'memory']",0.0,0.0,Neutral
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,2018-11-28 14:00:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14,Negative,symphony grief tear note composing melancholic melody,"['symphony', 'grief', 'tear', 'note', 'composing', 'melancholic', 'melody']",-0.8,0.2,Negative
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,2021-03-02 17:45:00, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17,Negative,betrayal venomous serpent slithering garden trust poisoning root,"['betrayal', 'venomous', 'serpent', 'slithering', 'garden', 'trust', 'poisoning', 'root']",0.0,0.0,Neutral
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,2016-10-18 19:30:00, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19,Negative,sinking quicksand despair harder fight deeper descend,"['sinking', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']",-0.1,0.0,Negative
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,2020-08-15 12:30:00, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12,Neutral,wandering cemetery lost dream tombstone marking untold sorrow,"['wandering', 'cemetery', 'lost', 'dream', 'tombstone', 'marking', 'untold', 'sorrow']",0.0,0.0,Neutral
467,471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,2017-04-28 16:20:00, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16,Neutral,swept away river regret current past refusing release,"['swept', 'away', 'river', 'regret', 'current', 'past', 'refusing', 'release']",-0.25,0.25,Negative
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,2019-09-10 21:00:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21,Neutral,whisper lost love linger attic heart forgotten erased,"['whisper', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'erased']",0.5,0.6,Positive
469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,2022-01-28 13:45:00, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13,Negative,gallery broken promise shattered vow framed painful exhibition,"['gallery', 'broken', 'promise', 'shattered', 'vow', 'framed', 'painful', 'exhibition']",-0.55,0.65,Negative
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,2016-06-15 22:30:00, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30.0,60.0, Spain ,2016,6,15,22,Neutral,echo solitude silent conversation soul shadow,"['echo', 'solitude', 'silent', 'conversation', 'soul', 'shadow']",0.0,0.1,Neutral
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,2021-08-20 15:45:00, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0, USA ,2021,8,20,15,Positive,dancing sunshine step celebration joy found simple moment,"['dancing', 'sunshine', 'step', 'celebration', 'joy', 'found', 'simple', 'moment']",0.4,0.2785714285714286,Positive
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,2018-04-12 18:30:00, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35.0,70.0, Canada ,2018,4,12,18,Neutral,laughter echo air chorus happiness lift spirit higher,"['laughter', 'echo', 'air', 'chorus', 'happiness', 'lift', 'spirit', 'higher']",0.475,0.35,Positive
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,2022-02-15 12:20:00, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25.0,50.0, UK ,2022,2,15,12,Positive,garden contentment bloom whisper tale inner peace joy,"['garden', 'contentment', 'bloom', 'whisper', 'tale', 'inner', 'peace', 'joy']",0.4,0.18333333333333335,Positive
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,2019-10-28 14:15:00, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30.0,60.0, Australia ,2019,10,28,14,Positive,chasing dream vibrant sky journey fueled hope enthusiasm,"['chasing', 'dream', 'vibrant', 'sky', 'journey', 'fueled', 'hope', 'enthusiasm']",0.16666666666666666,0.3333333333333333,Positive
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,2017-12-22 21:00:00, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22.0,45.0, India ,2017,12,22,21,Positive,serenading star heart full gratitude melody thankfulness,"['serenading', 'star', 'heart', 'full', 'gratitude', 'melody', 'thankfulness']",0.35,0.55,Positive
476,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,2020-06-10 17:30:00, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28.0,55.0, Germany ,2020,6,10,17,Positive,basking glow accomplishment milestone stepping stone happiness,"['basking', 'glow', 'accomplishment', 'milestone', 'stepping', 'stone', 'happiness']",0.7,0.2,Positive
477,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,2016-09-18 19:45:00, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18.0,35.0, France ,2016,9,18,19,Neutral,dance positivity every step rhythm uplifting soul harmony,"['dance', 'positivity', 'every', 'step', 'rhythm', 'uplifting', 'soul', 'harmony']",0.0,0.0,Neutral
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,2023-03-10 14:30:00, LaughterCup , Twitter , #Joy #CherishedMoment ,20.0,40.0, Japan ,2023,3,10,14,Positive,overflowing joy cup laughter shared friend moment cherished,"['overflowing', 'joy', 'cup', 'laughter', 'shared', 'friend', 'moment', 'cherished']",0.8,0.2,Positive
479,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,2019-05-05 12:15:00, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25.0,50.0, Brazil ,2019,5,5,12,Neutral,draped warmth kindness quilt compassion stitched love,"['draped', 'warmth', 'kindness', 'quilt', 'compassion', 'stitched', 'love']",0.5,0.6,Positive
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,2018-08-28 16:00:00, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30.0,60.0, South Africa ,2018,8,28,16,Neutral,garden friendship bloom testament beauty camaraderie,"['garden', 'friendship', 'bloom', 'testament', 'beauty', 'camaraderie']",0.0,0.0,Neutral
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,2022-11-15 20:45:00, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35.0,70.0, USA ,2022,11,15,20,Positive,embrace love heartbeat melody dancing rhythm affection,"['embrace', 'love', 'heartbeat', 'melody', 'dancing', 'rhythm', 'affection']",0.5,0.6,Positive
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,2019-07-02 17:00:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40.0,80.0, Canada ,2019,7,2,17,Positive,surrounded color joy canvas painted laughter endless smile,"['surrounded', 'color', 'joy', 'canvas', 'painted', 'laughter', 'endless', 'smile']",0.3375,0.475,Positive
483,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,2021-04-18 14:20:00, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30.0,60.0, UK ,2021,4,18,14,Positive,symphony excitement note burst energy igniting soul fervor,"['symphony', 'excitement', 'note', 'burst', 'energy', 'igniting', 'soul', 'fervor']",0.0,0.0,Neutral
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,2023-02-05 19:30:00, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25.0,50.0, Australia ,2023,2,5,19,Neutral,surprise gift wrapped anticipation unfolds moment delight wonder,"['surprise', 'gift', 'wrapped', 'anticipation', 'unfolds', 'moment', 'delight', 'wonder']",0.0,0.0,Neutral
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,2018-09-22 12:45:00, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22.0,45.0, India ,2018,9,22,12,Neutral,lost maze curiosity twist turn unveils treasure discovery,"['lost', 'maze', 'curiosity', 'twist', 'turn', 'unveils', 'treasure', 'discovery']",0.0,0.0,Neutral
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,2016-12-10 21:15:00, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28.0,55.0, Germany ,2016,12,10,21,Positive,floating cloud gratitude raindrop blessing shower thankfulness,"['floating', 'cloud', 'gratitude', 'raindrop', 'blessing', 'shower', 'thankfulness']",0.0,0.0,Neutral
487,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,2020-05-28 16:00:00, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18.0,35.0, France ,2020,5,28,16,Neutral,like comet inspiration streaking sky creativity leaving trail brilliance,"['like', 'comet', 'inspiration', 'streaking', 'sky', 'creativity', 'leaving', 'trail', 'brilliance']",0.0,0.0,Neutral
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,2017-11-15 22:30:00, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22.0,45.0, Japan ,2017,11,15,22,Neutral,celebration success firework accomplishment light night sky triumph,"['celebration', 'success', 'firework', 'accomplishment', 'light', 'night', 'sky', 'triumph']",0.35,0.35,Positive
489,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,2021-08-02 19:00:00, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30.0,60.0, Brazil ,2021,8,2,19,Neutral,symphony laughter note key unlocking door boundless happiness,"['symphony', 'laughter', 'note', 'key', 'unlocking', 'door', 'boundless', 'happiness']",0.16666666666666666,0.6333333333333333,Positive
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,2019-03-28 15:30:00, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35.0,70.0, South Africa ,2019,3,28,15,Positive,carnival emotion rollercoaster thrill sends heart wild ride,"['carnival', 'emotion', 'rollercoaster', 'thrill', 'sends', 'heart', 'wild', 'ride']",0.1,0.4,Positive
491,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,2018-05-12 17:30:00, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28.0,55.0, France ,2018,5,12,17,Neutral,standing grandeur eiffel tower moment reflect beauty parisian dream,"['standing', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauty', 'parisian', 'dream']",0.0,0.0,Neutral
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,2022-09-28 15:45:00, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30.0,60.0, USA ,2022,9,28,15,Neutral,lost enchantment disneyland ride journey realm childhood fantasy,"['lost', 'enchantment', 'disneyland', 'ride', 'journey', 'realm', 'childhood', 'fantasy']",0.0,0.0,Neutral
493,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,2019-11-10 14:00:00, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22.0,45.0, Italy ,2019,11,10,14,Positive,exploring wonder ferrari world roar engine creating symphony speed,"['exploring', 'wonder', 'ferrari', 'world', 'roar', 'engine', 'creating', 'symphony', 'speed']",0.0,0.0,Neutral
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,2021-04-02 18:20:00, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35.0,70.0, Netherlands ,2021,4,2,18,Positive,amidst tulip field keukenhof tapestry color paint soul springtime joy,"['amidst', 'tulip', 'field', 'keukenhof', 'tapestry', 'color', 'paint', 'soul', 'springtime', 'joy']",0.8,0.2,Positive
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,2017-08-22 21:30:00, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18.0,35.0, Japan ,2017,8,22,21,Neutral,wandering historical street kyoto step journey heart japan tradition,"['wandering', 'historical', 'street', 'kyoto', 'step', 'journey', 'heart', 'japan', 'tradition']",0.0,0.0,Neutral
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,2020-06-15 16:45:00, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25.0,50.0, USA ,2020,6,15,16,Neutral,embrace grand canyon nature masterpiece moment marvel earth grandeur,"['embrace', 'grand', 'canyon', 'nature', 'masterpiece', 'moment', 'marvel', 'earth', 'grandeur']",0.5,1.0,Positive
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,2016-09-10 19:15:00, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22.0,45.0, Greece ,2016,9,10,19,Positive,journeying serenity santorini sunset paint sky hue tranquility,"['journeying', 'serenity', 'santorini', 'sunset', 'paint', 'sky', 'hue', 'tranquility']",0.0,0.0,Neutral
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,2023-01-28 13:00:00, PetraExplorer , Twitter , #Amazement #AncientTales ,30.0,60.0, Jordan ,2023,1,28,13,Positive,amazed architectural marvel petra stone telling tale ancient civilization,"['amazed', 'architectural', 'marvel', 'petra', 'stone', 'telling', 'tale', 'ancient', 'civilization']",0.0,0.0,Neutral
499,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,2019-04-18 16:30:00, VeniceRomantic , Instagram , #Romance #TimelessCity ,20.0,40.0, Italy ,2019,4,18,16,Neutral,embarking gondola ride venice canal reflecting romance timeless city,"['embarking', 'gondola', 'ride', 'venice', 'canal', 'reflecting', 'romance', 'timeless', 'city']",0.0,0.0,Neutral
500,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,2017-11-05 22:00:00, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28.0,55.0, Peru ,2017,11,5,22,Neutral,summit machu picchu breathtaking panorama whisper secret ancient civilization,"['summit', 'machu', 'picchu', 'breathtaking', 'panorama', 'whisper', 'secret', 'ancient', 'civilization']",1.0,1.0,Positive
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,2022-07-20 21:45:00, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35.0,70.0, USA ,2022,7,20,21,Positive,heart new york city time square dazzle light vibrant spectacle urban energy,"['heart', 'new', 'york', 'city', 'time', 'square', 'dazzle', 'light', 'vibrant', 'spectacle', 'urban', 'energy']",0.101010101010101,0.2626262626262626,Positive
502,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ", Captivation ,2018-03-15 17:30:00, ColosseumAdventurer , Twitter , #Captivation #GladiatorTales ,25.0,50.0, Italy ,2018,3,15,17,Neutral,captivated historical charm colosseum stone echoing tale gladiator valor,"['captivated', 'historical', 'charm', 'colosseum', 'stone', 'echoing', 'tale', 'gladiator', 'valor']",0.0,0.0,Neutral
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ", Serenity ,2019-10-28 14:15:00, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22.0,45.0, Maldives ,2019,10,28,14,Positive,sailing azure water maldives wave whisper serenity paradise,"['sailing', 'azure', 'water', 'maldives', 'wave', 'whisper', 'serenity', 'paradise']",0.0,0.0,Neutral
504,508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ", Wonder ,2021-06-10 16:00:00, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30.0,60.0, Brazil ,2021,6,10,16,Neutral,midst amazon rainforest symphony wildlife creates orchestra nature wonder,"['midst', 'amazon', 'rainforest', 'symphony', 'wildlife', 'creates', 'orchestra', 'nature', 'wonder']",0.0,0.0,Neutral
505,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ", Awe ,2017-08-18 19:30:00, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18.0,35.0, China ,2017,8,18,19,Neutral,walking great wall china step testament ancient engineering marvel,"['walking', 'great', 'wall', 'china', 'step', 'testament', 'ancient', 'engineering', 'marvel']",0.8,0.75,Positive
506,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ", Accomplishment ,2020-04-15 05:30:00, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28.0,55.0, Japan ,2020,4,15,5,Positive,summit mount fuji breathtaking sunrise paint sky hue accomplishment,"['summit', 'mount', 'fuji', 'breathtaking', 'sunrise', 'paint', 'sky', 'hue', 'accomplishment']",1.0,1.0,Positive
507,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ", Exploration ,2016-11-22 13:00:00, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20.0,40.0, Cambodia ,2016,11,22,13,Neutral,exploring ancient ruin angkor wat stone whispering story khmer civilization,"['exploring', 'ancient', 'ruin', 'angkor', 'wat', 'stone', 'whispering', 'story', 'khmer', 'civilization']",-0.15,0.2,Negative
508,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ", Adventure ,2019-01-10 14:45:00, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22.0,45.0, Switzerland ,2019,1,10,14,Neutral,skiing slope swiss alp turn dance majesty snowcapped peak,"['skiing', 'slope', 'swiss', 'alp', 'turn', 'dance', 'majesty', 'snowcapped', 'peak']",-0.15555555555555556,0.2888888888888889,Negative
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ", Tranquility ,2023-02-28 16:20:00, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25.0,50.0, Japan ,2023,2,28,16,Neutral,tranquility kyoto bamboo forest whisper ancient zen wisdom echo grove,"['tranquility', 'kyoto', 'bamboo', 'forest', 'whisper', 'ancient', 'zen', 'wisdom', 'echo', 'grove']",0.0,0.0,Neutral
510,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ", Grandeur ,2018-05-28 18:30:00, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22.0,45.0, Norway ,2018,5,28,18,Neutral,cruising fjord norway icy landscape breathtaking masterpiece nature grandeur,"['cruising', 'fjord', 'norway', 'icy', 'landscape', 'breathtaking', 'masterpiece', 'nature', 'grandeur']",0.45,0.55,Positive
511,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ", Emotion ,2022-09-15 20:00:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40.0,80.0, USA ,2022,9,15,20,Neutral,front row adeles concert note someone like resonates soulstirring emotion,"['front', 'row', 'adeles', 'concert', 'note', 'someone', 'like', 'resonates', 'soulstirring', 'emotion']",0.0,0.0,Neutral
